,Area,Area_code,Area_name,Year,Sex,Age,MYE
48889,Super Data Zones,N21000710,Newry_E,2024,All Persons,All ages,2149
48904,Super Data Zones,N21000711,Newry_F,2024,All Persons,All ages,2175
48919,Super Data Zones,N21000712,Newry_G,2024,All Persons,All ages,1942
48934,Super Data Zones,N21000713,Newry_H,2024,All Persons,All ages,1622
48949,Super Data Zones,N21000714,Newry_J,2024,All Persons,All ages,1755
48964,Super Data Zones,N21000715,Newry_K,2024,All Persons,All ages,2345
48979,Super Data Zones,N21000716,Newry_L,2024,All Persons,All ages,2773
48994,Super Data Zones,N21000717,Newry_N,2024,All Persons,All ages,2408
49009,Super Data Zones,N21000718,Newry_P,2024,All Persons,All ages,2024
49024,Super Data Zones,N21000719,Crotlieve_A,2024,All Persons,All ages,2978
49039,Super Data Zones,N21000720,Crotlieve_B,2024,All Persons,All ages,2843
49054,Super Data Zones,N21000721,Crotlieve_C,2024,All Persons,All ages,3037
49069,Super Data Zones,N21000722,Crotlieve_D,2024,All Persons,All ages,1678
49084,Super Data Zones,N21000723,Crotlieve_E,2024,All Persons,All ages,2213
49099,Super Data Zones,N21000724,Crotlieve_F,2024,All Persons,All ages,2478
49114,Super Data Zones,N21000725,Crotlieve_G,2024,All Persons,All ages,3276
49129,Super Data Zones,N21000726,Crotlieve_H,2024,All Persons,All ages,3010
49144,Super Data Zones,N21000727,Crotlieve_J,2024,All Persons,All ages,1739
49159,Super Data Zones,N21000728,Crotlieve_K,2024,All Persons,All ages,2831
49174,Super Data Zones,N21000729,Crotlieve_L,2024,All Persons,All ages,2410
49189,Super Data Zones,N21000730,The_Mournes_A,2024,All Persons,All ages,2350
49204,Super Data Zones,N21000731,The_Mournes_B,2024,All Persons,All ages,1964
49219,Super Data Zones,N21000732,The_Mournes_C,2024,All Persons,All ages,1565
49234,Super Data Zones,N21000733,The_Mournes_D,2024,All Persons,All ages,2408
49249,Super Data Zones,N21000734,The_Mournes_E,2024,All Persons,All ages,2296
49264,Super Data Zones,N21000735,The_Mournes_F,2024,All Persons,All ages,2357
49279,Super Data Zones,N21000736,The_Mournes_G,2024,All Persons,All ages,3662
49294,Super Data Zones,N21000737,The_Mournes_H,2024,All Persons,All ages,2103
49309,Super Data Zones,N21000738,The_Mournes_J,2024,All Persons,All ages,2091
49324,Super Data Zones,N21000739,The_Mournes_K,2024,All Persons,All ages,2961
49339,Super Data Zones,N21000740,The_Mournes_L,2024,All Persons,All ages,1780
49354,Super Data Zones,N21000741,The_Mournes_N,2024,All Persons,All ages,2088
49369,Super Data Zones,N21000742,The_Mournes_P,2024,All Persons,All ages,2730
49384,Super Data Zones,N21000743,Slieve_Croob_A,2024,All Persons,All ages,2636
49399,Super Data Zones,N21000744,Slieve_Croob_B,2024,All Persons,All ages,1336
49414,Super Data Zones,N21000745,Slieve_Croob_C,2024,All Persons,All ages,2821
49429,Super Data Zones,N21000746,Slieve_Croob_D,2024,All Persons,All ages,3078
49444,Super Data Zones,N21000747,Slieve_Croob_E,2024,All Persons,All ages,2628
49459,Super Data Zones,N21000748,Slieve_Croob_F,2024,All Persons,All ages,2009
49474,Super Data Zones,N21000749,Slieve_Croob_G,2024,All Persons,All ages,2994
49489,Super Data Zones,N21000750,Slieve_Croob_H,2024,All Persons,All ages,1518
49504,Super Data Zones,N21000751,Slieve_Croob_J,2024,All Persons,All ages,2661
49519,Super Data Zones,N21000752,Rowallane_A,2024,All Persons,All ages,1694
49534,Super Data Zones,N21000753,Rowallane_B,2024,All Persons,All ages,1906
49549,Super Data Zones,N21000754,Rowallane_C,2024,All Persons,All ages,2235
49564,Super Data Zones,N21000755,Rowallane_D,2024,All Persons,All ages,2272
49579,Super Data Zones,N21000756,Rowallane_E,2024,All Persons,All ages,2799
49594,Super Data Zones,N21000757,Rowallane_F,2024,All Persons,All ages,2623
49609,Super Data Zones,N21000758,Rowallane_G,2024,All Persons,All ages,3123
49624,Super Data Zones,N21000759,Rowallane_H,2024,All Persons,All ages,2750
49639,Super Data Zones,N21000760,Rowallane_J,2024,All Persons,All ages,1953
49654,Super Data Zones,N21000761,Downpatrick_A,2024,All Persons,All ages,2676
49669,Super Data Zones,N21000762,Downpatrick_B,2024,All Persons,All ages,1970
49684,Super Data Zones,N21000763,Downpatrick_C,2024,All Persons,All ages,2893
49699,Super Data Zones,N21000764,Downpatrick_D,2024,All Persons,All ages,2278
49714,Super Data Zones,N21000765,Downpatrick_E,2024,All Persons,All ages,2349
49729,Super Data Zones,N21000766,Downpatrick_F,2024,All Persons,All ages,1948
49744,Super Data Zones,N21000767,Downpatrick_G,2024,All Persons,All ages,2480
49759,Super Data Zones,N21000768,Downpatrick_H,2024,All Persons,All ages,2401
49774,Super Data Zones,N21000769,Downpatrick_J,2024,All Persons,All ages,1719
49789,Super Data Zones,N21000770,Downpatrick_K,2024,All Persons,All ages,1669
49804,Super Data Zones,N21000771,Comber_A,2024,All Persons,All ages,2005
49819,Super Data Zones,N21000772,Comber_B,2024,All Persons,All ages,2374
49834,Super Data Zones,N21000773,Comber_C,2024,All Persons,All ages,2958
49849,Super Data Zones,N21000774,Comber_D,2024,All Persons,All ages,2601
49864,Super Data Zones,N21000775,Comber_E,2024,All Persons,All ages,1397
49879,Super Data Zones,N21000776,Comber_F,2024,All Persons,All ages,3263
49894,Super Data Zones,N21000777,Comber_G,2024,All Persons,All ages,3038
49909,Super Data Zones,N21000778,Comber_H,2024,All Persons,All ages,2293
49924,Super Data Zones,N21000779,Newtownards_A,2024,All Persons,All ages,2352
49939,Super Data Zones,N21000780,Newtownards_B,2024,All Persons,All ages,1712
49954,Super Data Zones,N21000781,Newtownards_C,2024,All Persons,All ages,2082
49969,Super Data Zones,N21000782,Newtownards_D,2024,All Persons,All ages,1863
49984,Super Data Zones,N21000783,Newtownards_E,2024,All Persons,All ages,1391
49999,Super Data Zones,N21000784,Newtownards_F,2024,All Persons,All ages,1763
50014,Super Data Zones,N21000785,Newtownards_G,2024,All Persons,All ages,1942
50029,Super Data Zones,N21000786,Newtownards_H,2024,All Persons,All ages,2364
50044,Super Data Zones,N21000787,Newtownards_J,2024,All Persons,All ages,1700
50059,Super Data Zones,N21000788,Newtownards_K,2024,All Persons,All ages,1350
50074,Super Data Zones,N21000789,Newtownards_L,2024,All Persons,All ages,1366
50089,Super Data Zones,N21000790,Newtownards_N,2024,All Persons,All ages,2713
50104,Super Data Zones,N21000791,Newtownards_P,2024,All Persons,All ages,1671
50119,Super Data Zones,N21000792,Newtownards_Q,2024,All Persons,All ages,1757
50134,Super Data Zones,N21000793,Newtownards_R,2024,All Persons,All ages,1376
50149,Super Data Zones,N21000794,Newtownards_S,2024,All Persons,All ages,2319
50164,Super Data Zones,N21000795,Holywood_and_Clandeboye_A,2024,All Persons,All ages,1516
50179,Super Data Zones,N21000796,Holywood_and_Clandeboye_B,2024,All Persons,All ages,1042
50194,Super Data Zones,N21000797,Holywood_and_Clandeboye_C,2024,All Persons,All ages,1347
50209,Super Data Zones,N21000798,Holywood_and_Clandeboye_D,2024,All Persons,All ages,1699
50224,Super Data Zones,N21000799,Holywood_and_Clandeboye_E,2024,All Persons,All ages,1896
50239,Super Data Zones,N21000800,Holywood_and_Clandeboye_F,2024,All Persons,All ages,2264
50254,Super Data Zones,N21000801,Holywood_and_Clandeboye_G,2024,All Persons,All ages,2038
50269,Super Data Zones,N21000802,Holywood_and_Clandeboye_H,2024,All Persons,All ages,2211
50284,Super Data Zones,N21000803,Holywood_and_Clandeboye_J,2024,All Persons,All ages,1843
50299,Super Data Zones,N21000804,Holywood_and_Clandeboye_K,2024,All Persons,All ages,2246
50314,Super Data Zones,N21000805,Holywood_and_Clandeboye_L,2024,All Persons,All ages,2578
50329,Super Data Zones,N21000806,Bangor_West_A,2024,All Persons,All ages,3104
50344,Super Data Zones,N21000807,Bangor_West_B,2024,All Persons,All ages,1256
50359,Super Data Zones,N21000808,Bangor_West_C,2024,All Persons,All ages,1874
50374,Super Data Zones,N21000809,Bangor_West_D,2024,All Persons,All ages,2029
50389,Super Data Zones,N21000810,Bangor_West_E,2024,All Persons,All ages,2154
50404,Super Data Zones,N21000811,Bangor_West_F,2024,All Persons,All ages,2113
50419,Super Data Zones,N21000812,Bangor_West_G,2024,All Persons,All ages,2185
50434,Super Data Zones,N21000813,Bangor_West_H,2024,All Persons,All ages,2682
50449,Super Data Zones,N21000814,Bangor_West_J,2024,All Persons,All ages,2670
50464,Super Data Zones,N21000815,Bangor_Central_A,2024,All Persons,All ages,1607
50479,Super Data Zones,N21000816,Bangor_Central_B,2024,All Persons,All ages,2329
50494,Super Data Zones,N21000817,Bangor_Central_C,2024,All Persons,All ages,1797
50509,Super Data Zones,N21000818,Bangor_Central_D,2024,All Persons,All ages,1505
50524,Super Data Zones,N21000819,Bangor_Central_E,2024,All Persons,All ages,2033
50539,Super Data Zones,N21000820,Bangor_Central_F,2024,All Persons,All ages,1356
50554,Super Data Zones,N21000821,Bangor_Central_G,2024,All Persons,All ages,1673
50569,Super Data Zones,N21000822,Bangor_Central_H,2024,All Persons,All ages,1375
50584,Super Data Zones,N21000823,Bangor_Central_J,2024,All Persons,All ages,2270
50599,Super Data Zones,N21000824,Bangor_Central_K,2024,All Persons,All ages,2074
50614,Super Data Zones,N21000825,Bangor_Central_L,2024,All Persons,All ages,2091
50629,Super Data Zones,N21000826,Bangor_Central_N,2024,All Persons,All ages,1634
50644,Super Data Zones,N21000827,Bangor_Central_P,2024,All Persons,All ages,2409
50659,Super Data Zones,N21000828,Bangor_Central_Q,2024,All Persons,All ages,2593
50674,Super Data Zones,N21000829,Bangor_East_and_Donaghadee_A,2024,All Persons,All ages,1191
50689,Super Data Zones,N21000830,Bangor_East_and_Donaghadee_B,2024,All Persons,All ages,2669
50704,Super Data Zones,N21000831,Bangor_East_and_Donaghadee_C,2024,All Persons,All ages,2133
50719,Super Data Zones,N21000832,Bangor_East_and_Donaghadee_D,2024,All Persons,All ages,1194
50734,Super Data Zones,N21000833,Bangor_East_and_Donaghadee_E,2024,All Persons,All ages,1479
50749,Super Data Zones,N21000834,Bangor_East_and_Donaghadee_F,2024,All Persons,All ages,2349
50764,Super Data Zones,N21000835,Bangor_East_and_Donaghadee_G,2024,All Persons,All ages,3148
50779,Super Data Zones,N21000836,Bangor_East_and_Donaghadee_H,2024,All Persons,All ages,3234
50794,Super Data Zones,N21000837,Bangor_East_and_Donaghadee_J,2024,All Persons,All ages,2615
50809,Super Data Zones,N21000838,Bangor_East_and_Donaghadee_K,2024,All Persons,All ages,2880
50824,Super Data Zones,N21000839,Ards_Peninsula_A,2024,All Persons,All ages,2523
50839,Super Data Zones,N21000840,Ards_Peninsula_B,2024,All Persons,All ages,1617
50854,Super Data Zones,N21000841,Ards_Peninsula_C,2024,All Persons,All ages,2553
50869,Super Data Zones,N21000842,Ards_Peninsula_D,2024,All Persons,All ages,3103
50884,Super Data Zones,N21000843,Ards_Peninsula_E,2024,All Persons,All ages,1970
50899,Super Data Zones,N21000844,Ards_Peninsula_F,2024,All Persons,All ages,1957
50914,Super Data Zones,N21000845,Ards_Peninsula_G,2024,All Persons,All ages,1359
50929,Super Data Zones,N21000846,Ards_Peninsula_H,2024,All Persons,All ages,1962
50944,Super Data Zones,N21000847,Ards_Peninsula_J,2024,All Persons,All ages,2272
50959,Super Data Zones,N21000848,Ards_Peninsula_K,2024,All Persons,All ages,1420
50974,Super Data Zones,N21000849,Ards_Peninsula_L,2024,All Persons,All ages,2313
50989,Super Data Zones,N21000850,Ards_Peninsula_N,2024,All Persons,All ages,2336
